id,name_en,name_hi,category,water_requirement_mm_per_season,irrigation_frequency_days,fertilizer_n_kg_per_ha,fertilizer_p_kg_per_ha,fertilizer_k_kg_per_ha,notes
698,Hemp - Variety A #98,भांग,Fiber,740.2,11,127.8,42.6,81.8,"Estimated values — region, variety and management dependent. Validate locally before use."
51,Cassava (Tapioca),कसावा,Vegetable,334.1,8,93.6,54.9,135.2,"Estimated values — region, variety and management dependent. Validate locally before use."
212,Maize(Fodder) - Hybrid,चारे का मक्का,Fodder,717.7,12,205.5,38.1,89.0,"Estimated values — region, variety and management dependent. Validate locally before use."
382,Mango - Hybrid,आम,Fruit,814.5,9,214.9,130.0,236.6,"Estimated values — region, variety and management dependent. Validate locally before use."
884,Cassava (Tapioca) - High Yielding #84,कसावा,Vegetable,794.0,7,237.4,74.8,50.3,"Estimated values — region, variety and management dependent. Validate locally before use."
174,Beetroot - High Yielding,चुकंदर,Vegetable,763.6,10,150.5,114.7,121.2,"Estimated values — region, variety and management dependent. Validate locally before use."
148,Litchi - Variety A,लिची,Fruit,1214.1,19,151.9,81.7,265.1,"Estimated values — region, variety and management dependent. Validate locally before use."
420,Curry Leaves - Short Duration,करी पत्ता,Herb,469.1,8,92.3,37.7,99.8,"Estimated values — region, variety and management dependent. Validate locally before use."
962,Cotton - Hybrid #62,कपास,Fiber,724.8,11,209.8,29.5,127.4,"Estimated values — region, variety and management dependent. Validate locally before use."
149,Sapota (Chikoo) - High Yielding,चीकू,Fruit,572.8,9,238.0,73.5,202.1,"Estimated values — region, variety and management dependent. Validate locally before use."
976,Almond #76,बादाम,Nut,941.6,21,80.2,106.6,163.4,"Estimated values — region, variety and management dependent. Validate locally before use."
80,Ginger - Short Duration,अदरक,Spice,703.6,11,48.0,63.6,113.6,"Estimated values — region, variety and management dependent. Validate locally before use."
776,Mint #76,पुदीना,Herb,219.4,10,103.9,43.8,65.9,"Estimated values — region, variety and management dependent. Validate locally before use."
303,Capsicum (Bell Pepper) - Variety A,शिमला मिर्च,Vegetable,755.3,7,156.3,40.4,52.7,"Estimated values — region, variety and management dependent. Validate locally before use."
996,Brinjal (Eggplant) #96,बैंगन,Vegetable,759.4,9,123.2,116.9,111.6,"Estimated values — region, variety and management dependent. Validate locally before use."
526,Colocasia (Arbi),अरबी,Vegetable,592.0,8,197.9,91.6,200.0,"Estimated values — region, variety and management dependent. Validate locally before use."
775,Coriander - Short Duration #75,धनिया,Herb,463.4,12,33.5,44.9,68.3,"Estimated values — region, variety and management dependent. Validate locally before use."
232,Foxtail Millet - Hybrid,कुटकी,Cereal,326.3,11,154.9,43.4,62.7,"Estimated values — region, variety and management dependent. Validate locally before use."
626,Pineapple #26,अनानास,Fruit,952.6,13,167.6,53.9,249.3,"Estimated values — region, variety and management dependent. Validate locally before use."
801,Betel Leaf #1,पान,Cash Crop,874.5,11,108.3,73.0,78.0,"Estimated values — region, variety and management dependent. Validate locally before use."
562,Vanilla - Hybrid,वैनिला,Spice,827.2,9,155.5,87.7,32.3,"Estimated values — region, variety and management dependent. Validate locally before use."
510,Grapes - Short Duration,अंगूर,Fruit,427.0,8,173.9,188.1,121.5,"Estimated values — region, variety and management dependent. Validate locally before use."
841,Oats #41,जई,Cereal,657.6,15,136.7,51.0,41.9,"Estimated values — region, variety and management dependent. Validate locally before use."
495,Castor - Short Duration,अरंडी,Oilseed,360.3,15,57.8,31.9,39.1,"Estimated values — region, variety and management dependent. Validate locally before use."
120,Wheat - Short Duration,गेहूं,Cereal,379.3,16,162.9,45.1,26.1,"Estimated values — region, variety and management dependent. Validate locally before use."
478,Rice - Variety A,धान,Cereal,474.8,20,89.1,44.2,56.8,"Estimated values — region, variety and management dependent. Validate locally before use."
145,Banana - Short Duration,केला,Fruit,673.0,15,291.1,140.9,297.7,"Estimated values — region, variety and management dependent. Validate locally before use."
30,Sapota (Chikoo) - Short Duration,चीकू,Fruit,1024.1,8,121.4,122.9,117.3,"Estimated values — region, variety and management dependent. Validate locally before use."
911,Basil (Tulsi) #11,तुलसी,Herb,410.3,10,67.8,47.9,65.3,"Estimated values — region, variety and management dependent. Validate locally before use."
122,Maize - Hybrid,मक्का,Cereal,526.4,7,121.7,37.1,42.2,"Estimated values — region, variety and management dependent. Validate locally before use."
606,Jute #6,जूट,Fiber,754.4,12,132.4,34.0,153.2,"Estimated values — region, variety and management dependent. Validate locally before use."
62,Mint - Hybrid,पुदीना,Herb,312.7,7,91.8,24.3,79.8,"Estimated values — region, variety and management dependent. Validate locally before use."
872,Plum - Hybrid #72,आलूबुखारा,Fruit,1320.9,16,124.4,70.1,219.3,"Estimated values — region, variety and management dependent. Validate locally before use."
573,Sunhemp - Variety A,सनहेम्प,Fodder,877.2,6,62.7,24.1,71.5,"Estimated values — region, variety and management dependent. Validate locally before use."
6,Finger Millet (Ragi),रागी,Cereal,411.1,10,194.9,33.5,25.6,"Estimated values — region, variety and management dependent. Validate locally before use."
927,Lucerne (Alfalfa) - Hybrid #27,अल्फाल्फा,Fodder,655.2,12,202.3,42.9,74.4,"Estimated values — region, variety and management dependent. Validate locally before use."
640,Okra (Bhindi) - Short Duration #40,भिन्डी,Vegetable,481.1,5,245.9,98.6,109.9,"Estimated values — region, variety and management dependent. Validate locally before use."
440,Cinnamon - Short Duration,दालचीनी,Spice,468.7,10,94.1,90.8,165.0,"Estimated values — region, variety and management dependent. Validate locally before use."
730,Sesame (Til) - Short Duration #30,तिल,Oilseed,363.4,10,99.0,25.1,42.0,"Estimated values — region, variety and management dependent. Validate locally before use."
194,Cowpea (Lobia) - High Yielding,लोबिया,Pulse,546.3,14,41.9,22.7,17.5,"Estimated values — region, variety and management dependent. Validate locally before use."
753,Plum - Variety A #53,आलूबुखारा,Fruit,543.7,21,222.0,183.1,210.2,"Estimated values — region, variety and management dependent. Validate locally before use."
627,Orange - Hybrid #27,संतरा,Fruit,432.2,19,294.6,58.8,347.9,"Estimated values — region, variety and management dependent. Validate locally before use."
572,Sesbania - Hybrid,सेसबानिया,Fodder,830.4,11,118.5,61.0,131.5,"Estimated values — region, variety and management dependent. Validate locally before use."
18,Safflower - Variety A,कुर्कुम,Oilseed,379.5,13,114.5,36.2,64.8,"Estimated values — region, variety and management dependent. Validate locally before use."
743,Litchi - Variety A #43,लिची,Fruit,1475.0,11,216.1,65.0,143.7,"Estimated values — region, variety and management dependent. Validate locally before use."
915,Cardamom - Short Duration #15,इलायची,Spice,484.0,11,124.8,81.3,85.9,"Estimated values — region, variety and management dependent. Validate locally before use."
511,Pomegranate,अनार,Fruit,1314.4,18,135.4,96.8,213.8,"Estimated values — region, variety and management dependent. Validate locally before use."
574,Sorghum (forage) - High Yielding,ज्वार (चारा),Fodder,419.9,5,211.8,43.9,74.4,"Estimated values — region, variety and management dependent. Validate locally before use."
139,Linseed (Flax) - High Yielding,अलसी,Oilseed,388.9,15,57.9,20.4,52.0,"Estimated values — region, variety and management dependent. Validate locally before use."
192,Green Gram (Moong) - Hybrid,मूंग,Pulse,441.4,17,22.8,10.3,34.1,"Estimated values — region, variety and management dependent. Validate locally before use."
5,Pearl Millet (Bajra) - Short Duration,बाजरा,Cereal,623.8,7,171.1,26.4,45.4,"Estimated values — region, variety and management dependent. Validate locally before use."
444,Betel Leaf - High Yielding,पान,Cash Crop,501.7,16,128.5,106.1,45.8,"Estimated values — region, variety and management dependent. Validate locally before use."
21,Coconut,नारियल,Plantation,824.0,28,238.2,62.7,214.5,"Estimated values — region, variety and management dependent. Validate locally before use."
214,Napier Grass - High Yielding,नेपियर घास,Fodder,843.6,7,122.2,42.3,153.9,"Estimated values — region, variety and management dependent. Validate locally before use."
65,Capsicum (Bell Pepper) - Short Duration,शिमला मिर्च,Vegetable,887.9,5,206.0,84.1,108.4,"Estimated values — region, variety and management dependent. Validate locally before use."
412,Beetroot - Hybrid,चुकंदर,Vegetable,431.5,5,161.3,76.4,198.2,"Estimated values — region, variety and management dependent. Validate locally before use."
302,Chilli (Hot Pepper) - Hybrid,मिर्च,Spice,396.3,11,205.1,67.2,169.6,"Estimated values — region, variety and management dependent. Validate locally before use."
334,Sesbania - High Yielding,सेसबानिया,Fodder,747.0,12,92.0,28.1,48.9,"Estimated values — region, variety and management dependent. Validate locally before use."
193,Horse Gram - Variety A,कुल्थी,Pulse,520.4,20,37.3,12.2,38.4,"Estimated values — region, variety and management dependent. Validate locally before use."
665,Chickpea (Chana) - Short Duration #65,चना,Pulse,389.5,13,51.9,26.9,14.5,"Estimated values — region, variety and management dependent. Validate locally before use."
263,Mango - Variety A,आम,Fruit,1357.6,18,184.9,100.0,142.0,"Estimated values — region, variety and management dependent. Validate locally before use."
648,Carrot - Variety A #48,गाजर,Vegetable,877.8,10,200.5,91.1,181.9,"Estimated values — region, variety and management dependent. Validate locally before use."
811,Sunhemp #11,सनहेम्प,Fodder,885.8,5,160.3,32.6,115.5,"Estimated values — region, variety and management dependent. Validate locally before use."
233,Kodo Millet - Variety A,कोदो,Cereal,452.4,16,143.7,38.1,56.3,"Estimated values — region, variety and management dependent. Validate locally before use."
796,Cardamom #96,इलायची,Spice,682.6,16,75.4,92.5,54.8,"Estimated values — region, variety and management dependent. Validate locally before use."
682,Betel Leaf - Hybrid #82,पान,Cash Crop,796.6,21,68.3,51.0,74.2,"Estimated values — region, variety and management dependent. Validate locally before use."
805,Bamboo - Short Duration #5,बांस,Other,960.2,16,115.5,119.6,166.5,"Estimated values — region, variety and management dependent. Validate locally before use."
483,Barley - Variety A,जौ,Cereal,553.6,18,126.8,34.4,25.5,"Estimated values — region, variety and management dependent. Validate locally before use."
361,Sorghum (Jowar),ज्वार,Cereal,499.5,11,139.7,23.6,43.6,"Estimated values — region, variety and management dependent. Validate locally before use."
839,Finger Millet (Ragi) - High Yielding #39,रागी,Cereal,656.8,20,140.9,21.2,54.9,"Estimated values — region, variety and management dependent. Validate locally before use."
237,Saffron - Hybrid,केसरी/जाफरान,Spice,518.8,11,107.4,35.3,186.1,"Estimated values — region, variety and management dependent. Validate locally before use."
628,Lemon - Variety A #28,नींबू,Fruit,982.4,19,246.0,84.9,139.9,"Estimated values — region, variety and management dependent. Validate locally before use."
958,Finger Millet (Ragi) - Variety A #58,रागी,Cereal,457.0,15,136.4,27.7,70.5,"Estimated values — region, variety and management dependent. Validate locally before use."
583,Muskmelon - Variety A,खरबूजा,Fruit,583.7,9,287.4,181.0,283.2,"Estimated values — region, variety and management dependent. Validate locally before use."
273,Pomegranate - Variety A,अनार,Fruit,957.8,14,245.1,193.1,284.7,"Estimated values — region, variety and management dependent. Validate locally before use."
202,Cinnamon - Hybrid,दालचीनी,Spice,608.6,16,105.7,33.1,183.7,"Estimated values — region, variety and management dependent. Validate locally before use."
14,Groundnut (Peanut) - High Yielding,मूँगफली,Oilseed,438.7,14,139.0,39.2,53.4,"Estimated values — region, variety and management dependent. Validate locally before use."
428,Pigeon Pea (Tur/Arhar) - Variety A,अरहर/तुअर,Pulse,256.8,14,33.2,31.6,22.7,"Estimated values — region, variety and management dependent. Validate locally before use."
240,Rice - Short Duration,धान,Cereal,431.9,8,129.3,54.9,76.5,"Estimated values — region, variety and management dependent. Validate locally before use."
85,Nutmeg - Short Duration,जायफल,Spice,765.5,13,161.9,110.3,130.8,"Estimated values — region, variety and management dependent. Validate locally before use."
533,Cauliflower - Variety A,फूलगोभी,Vegetable,606.5,8,99.4,102.0,171.7,"Estimated values — region, variety and management dependent. Validate locally before use."
173,Radish - Variety A,मूली,Vegetable,853.1,8,206.9,50.9,51.2,"Estimated values — region, variety and management dependent. Validate locally before use."
290,Turnip - Short Duration,शलजम,Vegetable,798.8,10,186.2,112.2,155.4,"Estimated values — region, variety and management dependent. Validate locally before use."
486,Cotton,कपास,Fiber,399.3,15,74.9,55.9,78.9,"Estimated values — region, variety and management dependent. Validate locally before use."
330,Mustard Greens - Short Duration,सरसों का साग,Leafy Vegetable,525.0,5,105.8,65.8,77.4,"Estimated values — region, variety and management dependent. Validate locally before use."
684,Coffee - High Yielding #84,कॉफ़ी,Plantation,737.5,14,157.6,244.8,232.9,"Estimated values — region, variety and management dependent. Validate locally before use."
319,Black Pepper - High Yielding,काली मिर्च,Spice,906.1,12,89.2,99.9,98.7,"Estimated values — region, variety and management dependent. Validate locally before use."
455,Sorghum (forage) - Short Duration,ज्वार (चारा),Fodder,528.7,12,214.6,58.5,98.9,"Estimated values — region, variety and management dependent. Validate locally before use."
250,Tobacco - Short Duration,तंबाकू,Cash Crop,777.3,19,189.5,75.6,177.8,"Estimated values — region, variety and management dependent. Validate locally before use."
847,Groundnut (Peanut) - Hybrid #47,मूँगफली,Oilseed,528.4,13,46.3,31.1,22.6,"Estimated values — region, variety and management dependent. Validate locally before use."
280,Strawberry - Short Duration,स्ट्रॉबेरी,Fruit,825.2,11,280.9,148.5,326.6,"Estimated values — region, variety and management dependent. Validate locally before use."
456,Napier,नेपियर,Fodder,484.1,10,87.1,63.2,98.6,"Estimated values — region, variety and management dependent. Validate locally before use."
902,Lentil (Masoor) - Hybrid #2,मसूर,Pulse,336.2,16,43.7,34.6,12.3,"Estimated values — region, variety and management dependent. Validate locally before use."
762,Potato - Hybrid #62,आलू,Vegetable,347.3,7,216.2,75.8,177.1,"Estimated values — region, variety and management dependent. Validate locally before use."
548,Black Gram (Urad) - Variety A,उड़द,Pulse,482.2,21,14.7,39.2,29.0,"Estimated values — region, variety and management dependent. Validate locally before use."
181,Mint,पुदीना,Herb,436.1,5,107.4,40.8,67.9,"Estimated values — region, variety and management dependent. Validate locally before use."
558,Cardamom - Variety A,इलायची,Spice,633.8,9,146.9,71.9,100.1,"Estimated values — region, variety and management dependent. Validate locally before use."
629,Grapes - High Yielding #29,अंगूर,Fruit,672.6,10,166.6,172.4,329.3,"Estimated values — region, variety and management dependent. Validate locally before use."
424,French Beans - High Yielding,फ्रेंच बीन्स,Vegetable,737.6,7,143.7,111.3,111.8,"Estimated values — region, variety and management dependent. Validate locally before use."
844,Jute - High Yielding #44,जूट,Fiber,816.4,19,217.1,61.0,130.9,"Estimated values — region, variety and management dependent. Validate locally before use."
11,Jute,जूट,Fiber,478.0,8,120.8,47.2,140.1,"Estimated values — region, variety and management dependent. Validate locally before use."
200,Black Pepper - Short Duration,काली मिर्च,Spice,734.6,17,176.0,96.7,142.6,"Estimated values — region, variety and management dependent. Validate locally before use."
426,Lentil (Masoor),मसूर,Pulse,411.8,20,53.0,13.6,39.8,"Estimated values — region, variety and management dependent. Validate locally before use."
535,Spinach - Short Duration,पालक,Vegetable,431.1,7,97.4,106.4,160.2,"Estimated values — region, variety and management dependent. Validate locally before use."
32,Orange - Hybrid,संतरा,Fruit,581.6,15,318.1,113.5,152.9,"Estimated values — region, variety and management dependent. Validate locally before use."
580,Stevia - Short Duration,स्टीविया,Other,292.8,16,129.6,44.0,150.9,"Estimated values — region, variety and management dependent. Validate locally before use."
405,Potato - Short Duration,आलू,Vegetable,666.6,9,232.5,106.2,122.4,"Estimated values — region, variety and management dependent. Validate locally before use."
278,Apricot - Variety A,खुबानी,Fruit,1409.7,13,202.2,100.8,249.5,"Estimated values — region, variety and management dependent. Validate locally before use."
445,Tea - Short Duration,चाय,Plantation,1666.4,30,308.0,93.4,162.7,"Estimated values — region, variety and management dependent. Validate locally before use."
772,Broccoli - Hybrid #72,ब्रोकली,Vegetable,417.6,4,238.1,71.4,113.1,"Estimated values — region, variety and management dependent. Validate locally before use."
373,Sesame (Til) - Variety A,तिल,Oilseed,452.9,17,110.9,29.0,68.9,"Estimated values — region, variety and management dependent. Validate locally before use."
723,Sugarcane - Variety A #23,गन्ना,Cash Crop,498.5,7,180.6,93.3,110.9,"Estimated values — region, variety and management dependent. Validate locally before use."
401,Brinjal (Eggplant),बैंगन,Vegetable,501.0,7,248.1,83.5,119.0,"Estimated values — region, variety and management dependent. Validate locally before use."
79,Turmeric - High Yielding,हल्दी,Spice,850.5,13,149.1,71.1,89.3,"Estimated values — region, variety and management dependent. Validate locally before use."
538,Mint - Variety A,पुदीना,Herb,435.2,9,106.1,52.7,57.1,"Estimated values — region, variety and management dependent. Validate locally before use."
576,Pulses (Mixed),मिश्रित दालें,Pulse,411.3,12,23.9,19.3,25.3,"Estimated values — region, variety and management dependent. Validate locally before use."
549,Green Gram (Moong) - High Yielding,मूंग,Pulse,459.2,11,49.8,21.9,39.0,"Estimated values — region, variety and management dependent. Validate locally before use."
711,Proso Millet #11,बासमा,Cereal,623.3,19,189.5,57.9,74.0,"Estimated values — region, variety and management dependent. Validate locally before use."
42,Strawberry - Hybrid,स्ट्रॉबेरी,Fruit,520.2,10,147.6,117.3,205.5,"Estimated values — region, variety and management dependent. Validate locally before use."
886,Carrot #86,गाजर,Vegetable,540.4,9,168.6,96.9,135.6,"Estimated values — region, variety and management dependent. Validate locally before use."
633,Peach - Variety A #33,आड़ू,Fruit,1442.3,16,135.5,192.3,309.2,"Estimated values — region, variety and management dependent. Validate locally before use."
859,Banana - High Yielding #59,केला,Fruit,1029.5,7,141.6,188.4,229.2,"Estimated values — region, variety and management dependent. Validate locally before use."
140,Coconut - Short Duration,नारियल,Plantation,984.0,8,274.9,189.5,137.9,"Estimated values — region, variety and management dependent. Validate locally before use."
386,Litchi,लिची,Fruit,937.9,14,187.2,190.1,298.9,"Estimated values — region, variety and management dependent. Validate locally before use."
457,Pulses (Mixed) - Hybrid,मिश्रित दालें,Pulse,525.1,18,59.5,38.7,25.7,"Estimated values — region, variety and management dependent. Validate locally before use."
933,Pulses (Mixed) - Variety A #33,मिश्रित दालें,Pulse,468.3,20,22.6,32.3,32.5,"Estimated values — region, variety and management dependent. Validate locally before use."
814,Pulses (Mixed) - High Yielding #14,मिश्रित दालें,Pulse,296.1,17,45.8,11.1,12.2,"Estimated values — region, variety and management dependent. Validate locally before use."
141,Areca Nut (Supari),सुपारी,Plantation,1815.8,22,148.7,52.5,185.3,"Estimated values — region, variety and management dependent. Validate locally before use."
625,Sapota (Chikoo) - Short Duration #25,चीकू,Fruit,1184.7,14,236.1,122.7,328.2,"Estimated values — region, variety and management dependent. Validate locally before use."
321,Cinnamon,दालचीनी,Spice,647.3,14,106.1,99.7,68.0,"Estimated values — region, variety and management dependent. Validate locally before use."
709,Kodo Millet - High Yielding #9,कोदो,Cereal,568.7,15,116.0,26.8,59.5,"Estimated values — region, variety and management dependent. Validate locally before use."
458,Vegetable Soybean - Variety A,सब्जी सोयाबीन,Vegetable,803.4,4,240.7,93.5,162.3,"Estimated values — region, variety and management dependent. Validate locally before use."
874,Cherry - High Yielding #74,चेरी,Fruit,683.6,7,277.3,168.4,244.5,"Estimated values — region, variety and management dependent. Validate locally before use."
327,Coffee - Hybrid,कॉफ़ी,Plantation,1721.5,28,164.8,56.2,354.6,"Estimated values — region, variety and management dependent. Validate locally before use."
127,Oats - Hybrid,जई,Cereal,407.4,20,109.5,57.4,36.7,"Estimated values — region, variety and management dependent. Validate locally before use."
133,Groundnut (Peanut) - Variety A,मूँगफली,Oilseed,305.2,14,62.2,40.8,38.4,"Estimated values — region, variety and management dependent. Validate locally before use."
818,Stevia - Variety A #18,स्टीविया,Other,804.8,16,28.2,103.3,78.0,"Estimated values — region, variety and management dependent. Validate locally before use."
398,Cherry - Variety A,चेरी,Fruit,1370.5,9,333.5,55.5,309.1,"Estimated values — region, variety and management dependent. Validate locally before use."
916,Cinnamon #16,दालचीनी,Spice,649.1,10,115.4,95.2,85.7,"Estimated values — region, variety and management dependent. Validate locally before use."
994,Strawberry - High Yielding #94,स्ट्रॉबेरी,Fruit,1490.6,12,311.2,111.9,258.3,"Estimated values — region, variety and management dependent. Validate locally before use."
416,Spinach,पालक,Vegetable,638.5,4,220.9,112.2,72.3,"Estimated values — region, variety and management dependent. Validate locally before use."
596,Wheat #96,गेहूं,Cereal,536.7,14,199.7,51.0,63.9,"Estimated values — region, variety and management dependent. Validate locally before use."
259,Coconut - High Yielding,नारियल,Plantation,1889.6,17,281.2,164.7,312.8,"Estimated values — region, variety and management dependent. Validate locally before use."
314,Buckwheat (Kuttu) - High Yielding,कुट्टू,Other,470.8,17,51.5,95.7,98.3,"Estimated values — region, variety and management dependent. Validate locally before use."
410,Carrot - Short Duration,गाजर,Vegetable,543.2,8,236.9,111.0,163.2,"Estimated values — region, variety and management dependent. Validate locally before use."
163,Brinjal (Eggplant) - Variety A,बैंगन,Vegetable,472.9,7,218.3,84.0,112.8,"Estimated values — region, variety and management dependent. Validate locally before use."
305,French Beans - Short Duration,फ्रेंच बीन्स,Vegetable,554.0,10,129.0,64.1,47.6,"Estimated values — region, variety and management dependent. Validate locally before use."
287,Sweet Potato - Hybrid,शकरकन्द,Vegetable,900.0,5,93.1,107.6,56.2,"Estimated values — region, variety and management dependent. Validate locally before use."
645,Colocasia (Arbi) - Short Duration #45,अरबी,Vegetable,879.1,4,111.0,65.5,169.4,"Estimated values — region, variety and management dependent. Validate locally before use."
636,Cherry #36,चेरी,Fruit,1409.7,10,301.6,101.1,144.4,"Estimated values — region, variety and management dependent. Validate locally before use."
354,Proso Millet - High Yielding,बासमा,Cereal,419.0,8,162.6,26.3,44.9,"Estimated values — region, variety and management dependent. Validate locally before use."
69,Lentil (Masoor) - High Yielding,मसूर,Pulse,454.6,20,15.1,33.4,36.5,"Estimated values — region, variety and management dependent. Validate locally before use."
679,Clove - High Yielding #79,लौंग,Spice,914.5,11,108.9,68.6,129.6,"Estimated values — region, variety and management dependent. Validate locally before use."
834,Wheat - High Yielding #34,गेहूं,Cereal,301.9,10,174.3,48.5,58.5,"Estimated values — region, variety and management dependent. Validate locally before use."
936,Hemp #36,भांग,Fiber,407.2,16,84.8,59.3,146.3,"Estimated values — region, variety and management dependent. Validate locally before use."
680,Nutmeg - Short Duration #80,जायफल,Spice,326.2,11,112.5,81.8,142.5,"Estimated values — region, variety and management dependent. Validate locally before use."
720,Finger Millet (Ragi) - Short Duration #20,रागी,Cereal,383.8,19,100.2,50.6,49.4,"Estimated values — region, variety and management dependent. Validate locally before use."
238,Honey - Variety A,शहद,Other,253.7,20,35.4,57.5,151.5,"Estimated values — region, variety and management dependent. Validate locally before use."
266,Guava,अमरुद,Fruit,681.6,9,250.6,164.0,263.9,"Estimated values — region, variety and management dependent. Validate locally before use."
91,Bamboo,बांस,Other,219.5,10,197.1,77.2,156.0,"Estimated values — region, variety and management dependent. Validate locally before use."
836,Maize #36,मक्का,Cereal,485.1,12,173.0,39.5,26.5,"Estimated values — region, variety and management dependent. Validate locally before use."
863,Sapota (Chikoo) - Variety A #63,चीकू,Fruit,1302.5,9,255.8,126.6,141.9,"Estimated values — region, variety and management dependent. Validate locally before use."
55,Beetroot - Short Duration,चुकंदर,Vegetable,537.5,9,189.7,76.6,188.6,"Estimated values — region, variety and management dependent. Validate locally before use."
658,Curry Leaves - Variety A #58,करी पत्ता,Herb,276.0,12,92.2,61.1,39.2,"Estimated values — region, variety and management dependent. Validate locally before use."
944,Ridge Gourd - High Yielding #44,तोरई,Vegetable,306.3,8,218.6,107.8,95.0,"Estimated values — region, variety and management dependent. Validate locally before use."
407,Colocasia (Arbi) - Hybrid,अरबी,Vegetable,861.5,4,124.3,58.8,160.6,"Estimated values — region, variety and management dependent. Validate locally before use."
381,Almond,बादाम,Nut,538.1,13,203.4,149.8,185.2,"Estimated values — region, variety and management dependent. Validate locally before use."
125,Finger Millet (Ragi) - Short Duration,रागी,Cereal,474.2,18,142.6,46.0,57.0,"Estimated values — region, variety and management dependent. Validate locally before use."
492,Sesame (Til) - Hybrid,तिल,Oilseed,340.6,10,134.9,30.0,57.2,"Estimated values — region, variety and management dependent. Validate locally before use."
803,Coffee - Variety A #3,कॉफ़ी,Plantation,1700.8,12,236.5,157.4,127.6,"Estimated values — region, variety and management dependent. Validate locally before use."
901,Cluster Bean (Guar) #1,ग्वार,Vegetable,873.3,8,171.1,96.1,82.1,"Estimated values — region, variety and management dependent. Validate locally before use."
431,Horse Gram,कुल्थी,Pulse,434.5,10,22.0,12.0,27.8,"Estimated values — region, variety and management dependent. Validate locally before use."
946,Foxtail Millet #46,कुटकी,Cereal,419.8,19,131.7,31.7,33.9,"Estimated values — region, variety and management dependent. Validate locally before use."
704,Bottle Gourd (Lauki) - High Yielding #4,लौकी,Vegetable,610.4,5,232.9,104.4,168.4,"Estimated values — region, variety and management dependent. Validate locally before use."
295,Cauliflower - Short Duration,फूलगोभी,Vegetable,616.5,5,218.9,104.1,62.1,"Estimated values — region, variety and management dependent. Validate locally before use."
879,Onion - High Yielding #79,प्याज,Vegetable,522.1,8,162.2,119.1,132.4,"Estimated values — region, variety and management dependent. Validate locally before use."
213,Lucerne (Alfalfa) - Variety A,अल्फाल्फा,Fodder,469.9,5,108.7,49.6,51.7,"Estimated values — region, variety and management dependent. Validate locally before use."
919,Vanilla - High Yielding #19,वैनिला,Spice,899.4,10,66.3,115.9,46.9,"Estimated values — region, variety and management dependent. Validate locally before use."
38,Peach - Variety A,आड़ू,Fruit,993.2,18,333.9,135.7,218.2,"Estimated values — region, variety and management dependent. Validate locally before use."
861,Guava #61,अमरुद,Fruit,1303.4,8,154.1,141.0,217.9,"Estimated values — region, variety and management dependent. Validate locally before use."
899,Peas - High Yielding #99,मटर,Vegetable,652.1,4,161.9,60.6,101.2,"Estimated values — region, variety and management dependent. Validate locally before use."
126,Barley,जौ,Cereal,667.8,19,138.0,37.4,63.9,"Estimated values — region, variety and management dependent. Validate locally before use."
24,Almond - High Yielding,बादाम,Nut,1041.0,10,144.6,49.0,80.7,"Estimated values — region, variety and management dependent. Validate locally before use."
840,Barley - Short Duration #40,जौ,Cereal,462.1,16,105.5,21.5,35.6,"Estimated values — region, variety and management dependent. Validate locally before use."
977,Mango - Hybrid #77,आम,Fruit,604.1,7,254.9,104.6,255.0,"Estimated values — region, variety and management dependent. Validate locally before use."
102,Aloe Vera - Hybrid,घृतकुमारी,Other,506.4,9,147.2,17.1,87.4,"Estimated values — region, variety and management dependent. Validate locally before use."
116,Proso Millet,बासमा,Cereal,489.4,8,147.7,28.7,62.0,"Estimated values — region, variety and management dependent. Validate locally before use."
436,Turmeric,हल्दी,Spice,664.9,13,94.1,26.1,190.7,"Estimated values — region, variety and management dependent. Validate locally before use."
951,Saffron #51,केसरी/जाफरान,Spice,866.2,13,73.8,26.8,44.6,"Estimated values — region, variety and management dependent. Validate locally before use."
121,Rice,धान,Cereal,609.0,20,162.1,52.2,67.8,"Estimated values — region, variety and management dependent. Validate locally before use."
385,Guava - Short Duration,अमरुद,Fruit,1435.6,11,292.8,155.7,272.6,"Estimated values — region, variety and management dependent. Validate locally before use."
48,Potato - Variety A,आलू,Vegetable,738.3,10,174.5,97.5,64.8,"Estimated values — region, variety and management dependent. Validate locally before use."
172,Carrot - Hybrid,गाजर,Vegetable,589.5,7,121.4,84.1,101.4,"Estimated values — region, variety and management dependent. Validate locally before use."
318,Ginger - Variety A,अदरक,Spice,477.3,17,74.4,55.7,160.6,"Estimated values — region, variety and management dependent. Validate locally before use."
325,Betel Leaf - Short Duration,पान,Cash Crop,233.9,20,184.1,77.6,92.6,"Estimated values — region, variety and management dependent. Validate locally before use."
881,Potato #81,आलू,Vegetable,748.7,7,213.1,115.9,56.0,"Estimated values — region, variety and management dependent. Validate locally before use."
264,Banana - High Yielding,केला,Fruit,961.5,8,232.7,79.1,294.1,"Estimated values — region, variety and management dependent. Validate locally before use."
146,Papaya,पपीता,Fruit,648.3,15,195.1,186.3,174.3,"Estimated values — region, variety and management dependent. Validate locally before use."
44,Brinjal (Eggplant) - High Yielding,बैंगन,Vegetable,813.6,4,88.6,119.9,173.8,"Estimated values — region, variety and management dependent. Validate locally before use."
505,Litchi - Short Duration,लिची,Fruit,673.1,17,188.8,147.0,111.1,"Estimated values — region, variety and management dependent. Validate locally before use."
